R
483497.0
487445.0
491975.0
496886.0
501376.0
505836.0
510957.0
516656.0
521984.0
526979.0
531995.0
536260.0
541811.0
546884.0
552722.0
558703.0
563980.0
570304.0
576693.0
583676.0
589978.0
596783.0
603741.0
611097.0
617936.0
625518.0
631937.0
639103.0
645746.0
652513.0
659437.0
666883.0
673511.0
681024.0
688739.0
695807.0
703464.0
711205.0
718696.0
727358.0
736460.0
745935.0
753948.0
763703.0
772790.0
781147.0
791059.0
798810.0
809488.0
820356.0
831330.0
842122.0
852260.0
862502.0
873221.0
883682.0
896530.0
905665.0
917306.0
926980.0
939184.0
949990.0
963028.0
973452.0
982972.0
993117.0
1004117.0
1016036.0
1025273.0
1032065.0
1039674.0
1047676.0
1058222.0
1069005.0
1078840.0
1087076.0
1096994.0
1104990.0
1112725.0
1121411.0
1128672.0
1136054.0
1142703.0
1151915.0
1160863.0
1169916.0
1176356.0
1182687.0
1189510.0
1194656.0
1203381.0
1210877.0
1216433.0
1224603.0
1231454.0
1237470.0
1243117.0
1249947.0
1257663.0
1266673.0
1272958.0
1278965.0
1284725.0
1290790.0
1297967.0
1304921.0
1312543.0
1317199.0
1322878.0
1327121.0
1331400.0
1336818.0
1342695.0
1348330.0
1355578.0
1361017.0
1366214.0
1375877.0
1381677.0
1385973.0
1391742.0
1399382.0
1405659.0
1409288.0
1414507.0
1419796.0
1426145.0
1431892.0
1438254.0
1444229.0
1450192.0
1455065.0
1461414.0
1468142.0
1475456.0
1481449.0
1487369.0
1492322.0
1496126.0
1501715.0
1506599.0
1511417.0
1517432.0
1522634.0
1526978.0
1530718.0
1535491.0
1541149.0
1547092.0
1552532.0
1558423.0
1563917.0
1568277.0
1574615.0
1580207.0
1584878.0
1589079.0
1592886.0
1597067.0
1600857.0
1606611.0
1612239.0
1616603.0
1621572.0
1626142.0
1629495.0
1633045.0
1638279.0
1642074.0
1645263.0
1649187.0
1654557.0
1659974.0
1663998.0
1669119.0
1674479.0
1680501.0
1691593.0
1697543.0
1701784.0
1705971.0
1711565.0
1717370.0
1723253.0
1728914.0
1735144.0
1740436.0
1745091.0
1751234.0
1757641.0
1763870.0
1771220.0
1779127.0
1786143.0
1792528.0
1801761.0
1810136.0
1817303.0
1826504.0
1835061.0
1842457.0
1850481.0
1859961.0
1869606.0
1880413.0
1890287.0
1901865.0
1915147.0
1928274.0
1942690.0
1958553.0
1973388.0
1994573.0
2023548.0
2052109.0
2084724.0
2119478.0
2139601.0
2157363.0
2176412.0
2204491.0
2232394.0
2261658.0
2293875.0
2323666.0
2356553.0
2392923.0
2431911.0
2471678.0
2509318.0
2549692.0
2596820.0
2640676.0
2686170.0
2730720.0
2770092.0
2809538.0
2842345.0
2873669.0
2907920.0
2947646.0
2996478.0
3036194.0
3084702.0
3129661.0
3171147.0
3211078.0
3247715.0
3289718.0
3321598.0
3351959.0
3381884.0
3414109.0
3443903.0
3472915.0
3499037.0
3522048.0
3546324.0
3571082.0
3606164.0
3639867.0
3669966.0
3689256.0
3707850.0
3724318.0
3743716.0
3760497.0
3776891.0
3798099.0
3813643.0
3827449.0
3837640.0
3850689.0
3864848.0
3876760.0
3887410.0
3901766.0
3909352.0
3918753.0
3931227.0
3942473.0
3953519.0
3968152.0
3976064.0
3983140.0
3989326.0
3996125.0
4002706.0
4008062.0
4012448.0
4017055.0
4020801.0
4023777.0
4027548.0
4031099.0
4034176.0
4037024.0
4039835.0
4042215.0
4044235.0
4046891.0
4049449.0
4052300.0
4054246.0
4057760.0
4059267.0
4060851.0
4063295.0
4065425.0
4067684.0
4069399.0
4070807.0
4072332.0
4073418.0
4075011.0
4076541.0
4077748.0
4079120.0
4080351.0
4081417.0
4082454.0
4083690.0
4084831.0
4085775.0
4086759.0
4087440.0
4088138.0
4088635.0
4089419.0
4090287.0
4091101.0
4091938.0
4092586.0
4093208.0
4093795.0
4095078.0
4095663.0
4096194.0
4096664.0
4097224.0
4097675.0
4098178.0
4098884.0
4099399.0
4099857.0
4100321.0
4100837.0
4101216.0
4101547.0
4101889.0
4102323.0
4102700.0
4102993.0
4103379.0
4103639.0
4103914.0
4104333.0
4104657.0
4104964.0
4105352.0
4105680.0
4105994.0
4106292.0
4108297.0
4108717.0
4109068.0
4109364.0
4109675.0
4109865.0
4110049.0
4110327.0
4110574.0
4110811.0
4111045.0
4111250.0
4111464.0
4111619.0
4111835.0
4112040.0
4112292.0
4112524.0
4112706.0
4112901.0
4113049.0
4113320.0
4113472.0
4113742.0
4114141.0
4114334.0
4114499.0
4114689.0
4114801.0
4114969.0
4115149.0
4115358.0
4115572.0
4115747.0
4115958.0
4116202.0
4116648.0
4116962.0
4117347.0
4117700.0
4118164.0
4118874.0
4119472.0
4120036.0
4120540.0
4121117.0
4121928.0
4122555.0
4123267.0
4124211.0
4125080.0
4127662.0
4129305.0
4131333.0
4133923.0
4137164.0
4140454.0
4143694.0
4148804.0
4154797.0
4161987.0
4172458.0
4183027.0
4191604.0
4202312.0
4216328.0
4234510.0
4250277.0
4282847.0
4309763.0
4323101.0
4349848.0
4375234.0
4414306.0
4447210.0
4481909.0
4514782.0
4554711.0
4593185.0
4632355.0
4674873.0
4736234.0
4778039.0
4817423.0
4861415.0
4901302.0
4944237.0
4986391.0
5026853.0
5073522.0
5122602.0
5171402.0
5226530.0
5258235.0
5296634.0
5335846.0
5369579.0
5395433.0
5434729.0
5462344.0
5494606.0
5523393.0
5549220.0
5573228.0
5589057.0
5609945.0
5639029.0
5658238.0
5676510.0
5691220.0
5702163.0
5714662.0
5724963.0
5735055.0
5742931.0
5750802.0
5759838.0
5764636.0
5768703.0
5776058.0
5783299.0
5788714.0
5794602.0
5798044.0
5801909.0
5804402.0
5808380.0
5811666.0
5814688.0
5817904.0
5820179.0
5822947.0
5825729.0
5833560.0
5836310.0
5840945.0
5855361.0
5866169.0
5868251.0
5870419.0
5875083.0
5879141.0
5880319.0
5881490.0
5882062.0
5882660.0
5883293.0
5883664.0
5884059.0
5884325.0
5884770.0
5885099.0
5885406.0
5885858.0
5886211.0
5886870.0
5887786.0
5888571.0
5888825.0
5889241.0
5889534.0
5889797.0
5890826.0
5891190.0
5891574.0
5891872.0
5892126.0
5892411.0
5893340.0
5893628.0
5893860.0
5894103.0
5894380.0
5894628.0
5894889.0
5895176.0
5895423.0
5895606.0
